"year","source","paper_id","discipline","title_data","type","author1_data"
"            2014","          ISRM ","          ARMS8-2014-308 ","drilling","Estimation of Underground Object Parameters and Rock Mass Properties Based on Inverse Problem Solution","          Conference Paper","Nazarova, L. A., Russian Academy of Sciences"
"            2016","          SPE ","          179207-MS ","surface","Managing the Human Factor in the Incident Investigation Process","          Conference Paper","Burggraaf, Julia, Delft University of Technology and Leiden University"
"            2007","          IPTC ","          11716-MS ","reservoir","Complex Unconventional Wells Addressing Difficult Reservoir Development : A Case Study of West Kuwait Jurassic Reservoirs","          Conference Paper","Verma, Naveen Kumar, Kuwait Oil Company"
"            2007","          IPTC ","          11059-MS ","drilling","A Risk Analysis Approach Using Stress Analysis Models to Design for Cement Sheath Integrity in a Multilateral Well","          Conference Paper","Laidler, Allan, Shell Exploration and production UK Ltd"
"            2009","          SPE ","          120761-MS ","reservoir","Field Development Strategy Applied to a North African Field using Reservoir Simulation through an integrated Asset Team Work.","          Conference Paper","Diaz Franco, Jose Manuel, Akakus Oil Operations Libya"
"            2016","          URTEC ","          2433427-MS ","stimulation","Fact-Based Re-Frac Candidate Selection and Design in Shale - A Case Study in Application of Data Analytics","          Conference Paper","Mohaghegh, Shahab D., Intelligent Solutions, Inc. & West Virginia University"
"            2007","          SPE ","          107482-MS ","production","Integrating Production Operations and Economics Under Uncertain Conditions","          Conference Paper","Saputelli, Luigi Alfonso, Halliburton Co."
"            2000","          SPE ","          64626-MS ","digital|wireless|AVO|pattern|Quantization","A Study on the Quantitative Processing Methods of Imag Data","          Conference Paper","Qi, Xingzhong, Tarim Oilfield Company, CNPC"
"            2012","          SPE ","          152533-MS ","stimulation","Understanding Hydraulic Fracture Stimulated Horizontal Eagle Ford Completions","          Conference Paper","Shelley, Robert Frank, StrataGen Engineering"
"            2008","          ISOPE ","          I-08-218 ","digital|wireless|AVO|pattern|Quantization","Cognitive Maps For Structural Reliability Control","          Conference Paper","Kim, Lev V., Construction institute, Far Eastern State Technical University Vladivostok, Primorsky krai, Russia"
"            2013","          SPE ","          166479-MS ","stimulation","The Value Proposition for Applying Advanced Completion and Stimulation Designs to the Bakken Central Basin","          Conference Paper","Griffin, Lawrence Gene, Liberty Resources LLC"
"            2015","          SPE ","          173301-MS ","reservoir","Bridging the Gap Between Deterministic and Probabilistic Uncertainty Quantification Using Advanced Proxy Based Methods","          Conference Paper","Goodwin, N., Essence Products and Services Ltd."
"            2011","          ISRM ","          12CONGRESS-2011-006 ","petrophysics","New Rock Mechanics Developments in China","          Conference Paper","Feng, Xia-Ting, Chinese Academy of Sciences"
"            1999","          SPE ","          56689-MS ","drilling","Tracking Miscible Processes in the Subsurface Utilizing Time Lapse Shear Wave Seismic Data","          Conference Paper","Bard, Karen C., Landmark Graphics Corp."
"            2009","          SPE ","          119094-MS ","reservoir","Results of the Brugge Benchmark Study for Flooding Optimisation and History Matching","          Conference Paper","Peters, Lies, TNO"
"            2013","          SPE ","          164865-MS ","reservoir","Computational Methodology to Study Heterogeneities in Petroleum Reservoirs","          Conference Paper","Cevolani, J. T., Federal University of Espirito Santo"
"            2008","          SPE ","          115065-MS ","reservoir","Scaling and sensitivity analysis of Gas-oil Gravity Drainage EOR","          Conference Paper","Jadhawar, Prashant Sopanrao, U. of Adelaide"
"            2014","          SPE ","          170795-MS ","drilling","Integrated Screening Criteria for Offshore Application of Enhanced Oil Recovery","          Conference Paper","Kang, Pan-sang, Korea Maritime & Ocean University"
"            2013","          ISRM ","          SINOROCK-2013-006 ","logging","Risk in Rock Engineering: Key Issues and the Work of the ISRM Design Methodology Commission","          Conference Paper","Hudson, J. A., Imperial College"
"            2017","          NACE ","          2017-9572 ","flow assur","Comparison of Corrosion Management Strategies of RC Structures Using a Reliability-Based Approach","          Conference Paper","Sajedi, Siavash, The University of Akron"
"            2004","          SPE ","          86991-MS ","stimulation","Reservoir-Based Fracture Optimization Approach","          Conference Paper","Soliman, M.Y., Halliburton Energy Services, Inc."
"            2002","          SPE ","          77885-MS ","drilling","Coaxing Information from Petrophysics and Integrated Data Analysis: The Menggala South Field Case History, Sumatra, Indonesia","          Conference Paper","Pederson, John M., PT Caltex Pacific Indonesia"
"            2017","          SPE ","          185049-MS ","geology","Lithofacies Classification for Earth Modeling: Letting the Data Speak For Itself","          Conference Paper","Gevirtz, Joel, Halliburton"
"            2009","          IPTC ","          13162-MS ","drilling","Samarang Field - Seismic To Simulation Redevelopment Evaluation Brings New Life to an Old Oilfield, Offshore Sabah, Malaysia","          Conference Paper","Forrest, James K., Schlumberger"
"            2008","          SPE ","          114195-MS ","stimulation","Developing Tight Gas Sand Adviser for Completion and Stimulation in Tight Gas Sand Reservoirs Worldwide","          Conference Paper","Bogatchev, Kirill Yurievich, BP"
"            2006","          SPE ","          99338-MS ","reservoir","Transforming Data into Decisions to Optimize the Recovery of the Saih Rawl Field in Oman","          Conference Paper","Dozier, George C., Schlumberger"
"            2001","          SPE ","          68799-MS ","other","Past, Present, and Future Trends in Petroleum Research","          Conference Paper","Islam, M.R., Dalhousie University"
"            2016","          SPE ","          183005-MS ","stimulation","Fracture Patterns and Controlling Factors using LIDAR: An Outcrop Case Study of Kuqa Depression, Tarim Basin, NW China","          Conference Paper","Qinglu, Zeng, PetroChina Hangzhou Research Institute of Geology"
"            2012","          SPE ","          156740-MS ","drilling","Installing PEMS on an Offshore Oil and Gas Complex: Developing Atmospheric Emissions Abatement Strategies with Reliable Scientific Data.","          Conference Paper","Duguay, Alexandra, Total Abu Al Bukhoosh"
"            2015","          ISOPE ","          I-15-134 ","drilling","Stability Analysis of Offshore Wind Turbine Installation Jack-Up Vessel Based on Multi-attribute Decision Making Theory","          Conference Paper","Lv, Tao, China University of Petroleum"
"            2015","          SPWLA ","          2015-CCCC ","reservoir","A new Integrated Data Analysis Algorithm and Workflow for Optimizing Horizontal Well Completion in Unconventional Reservoirs","          Conference Paper","Far, Mehdi E., Halliburton"
"            2003","          OTC ","          15250-MS ","reservoir","Geopressure Evaluation from seismic data and its application for exploratory wells in Mexico","          Conference Paper","Castillo, J. Mancilla, PEMEX E&P"
"            1999","          ARMA ","          99-0983 ","drilling","A study of acoustic emission in drilling applications","          Conference Paper","Sun, Xiaoqing, AAC International"
"            2001","          SPE ","          68412-MS ","production","Coiled Tubing Innovation Advances New Completion Concept","          Conference Paper","Morrison, Dan W., Halliburton Energy Services, Inc."
"            2013","          OTC ","          24416-MS ","reservoir","Relative Permeability Rock Typing Through Clustering Combined With Heuristic Optimization","          Conference Paper","Martins Compan, Andre Luiz, Petrobras"
"            2007","          SPE ","          107521-MS ","reservoir","Analyzing Transient Pressure From Permanent Downhole Gauges (PDG) Using Wavelet Method","          Conference Paper","Zheng, Shiyi, Heriot-Watt University"
"            2012","          SPE ","          163380-MS ","reservoir","Integrated Workflow for Small Scale Reservoir Characterization Using borehole Image, NMR and Core Data","          Conference Paper","Al-Muraikhi, Haifa Rashed, Kuwait Oil Company"
"            2015","          ARMA ","          2015-587 ","drilling","Coupled Modeling of the Strength Development and Distribution within Cemented Paste Backfill Structure","          Conference Paper","Fall, M., University of Ottawa"
"            2010","          SPE ","          140637-MS ","drilling","Permeability Characterization of Upper Miocene Reservoirs, Lower Congo Basin, Offshore Angola; An Integrated Approach","          Conference Paper","Abangwu, Prince, Schlumberger"
"            2017","          ARMA ","          2017-0378 ","reservoir","Inverse Problem Theory to Estimate Thermo-Poroelastic Parameters: An Analytical/ Experimental Approach","          Conference Paper","Behnoud far, P., Amirkabir university of Technology"
